cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,sample,encoder,seed,ratio,n_genes,species,organ,condition
epithelial cell of proximal tubule.,37,coordinate,0.9270625114440918,0.2677658796310425,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell of proximal tubule.,37,image,0.952238142490387,0.1556302607059478,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell of proximal tubule.,37,spatial_knn,0.9455298781394958,0.1719310134649276,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell.,393,train_mean,0.9308066964149476,0.2354138195514679,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell.,393,coordinate,0.96649169921875,0.2303046137094497,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell.,393,image,0.9752237796783448,0.1063774302601814,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
epithelial cell.,393,spatial_knn,0.9717168211936952,0.1439317315816879,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
fibroblast.,56,train_mean,0.7649160027503967,0.2421334236860275,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
fibroblast.,56,coordinate,0.6842272877693176,0.2613199353218078,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
fibroblast.,56,image,0.9270049929618835,0.1467430144548416,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
fibroblast.,56,spatial_knn,0.6468910574913025,0.3344222605228424,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
intestinal epithelial cell.,43,train_mean,0.8937012553215027,0.3477763533592224,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
intestinal epithelial cell.,43,coordinate,0.9191759824752808,0.4324857890605926,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
intestinal epithelial cell.,43,image,0.9581488370895386,0.1948416233062744,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
intestinal epithelial cell.,43,spatial_knn,0.9401029348373412,0.3538322150707245,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
macrophage.,188,train_mean,0.7165973782539368,0.2585923671722412,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
macrophage.,188,coordinate,0.6752966046333313,0.2765569388866424,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
macrophage.,188,image,0.7746497392654419,0.2320219427347183,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
macrophage.,188,spatial_knn,0.6735039949417114,0.2877237796783447,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
neutrophil.,29,train_mean,0.842650830745697,0.1974146068096161,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
neutrophil.,29,coordinate,0.8242702484130859,0.16795215010643,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
neutrophil.,29,image,0.8723079562187195,0.2149093747138977,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
neutrophil.,29,spatial_knn,0.8278481960296631,0.2470389902591705,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
stromal cell.,108,train_mean,0.7552316784858704,0.3068014979362488,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
stromal cell.,108,coordinate,0.6853132247924805,0.2666306793689728,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
stromal cell.,108,image,0.9338378310203552,0.0958638191223144,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
stromal cell.,108,spatial_knn,0.6420933604240417,0.3385510742664337,FFHO026,conch,3,1.0,200,human,ovary,ovarian adenocarcinoma
GABAergic neuron.,230,train_mean,0.9082202315330504,0.2103696316480636,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,230,coordinate,0.727931797504425,0.3402498066425323,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,230,image,0.927468717098236,0.1531808078289032,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,230,spatial_knn,0.9100202918052672,0.2333908975124359,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,33,train_mean,0.8806459903717041,0.2552687525749206,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,33,coordinate,0.7620652318000793,0.3626666963100433,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,33,image,0.9002395272254944,0.1889884918928146,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,33,spatial_knn,0.9117962718009948,0.2482905238866806,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
astrocyte.,432,train_mean,0.6037186980247498,0.3009205758571625,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
astrocyte.,432,coordinate,0.7638600468635559,0.2013381272554397,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
astrocyte.,432,image,0.8057630062103271,0.1808573752641677,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
astrocyte.,432,spatial_knn,0.6994091272354126,0.2494582235813141,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,24,train_mean,0.5860488414764404,0.3146902918815613,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,24,coordinate,0.7613277435302734,0.212572693824768,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,24,image,0.7483067512512207,0.1902122944593429,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,24,spatial_knn,0.6879165172576904,0.2485282868146896,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,262,train_mean,0.6073649525642395,0.29057377576828,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,262,coordinate,0.7381390333175659,0.200222373008728,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,262,image,0.8112953305244446,0.146469846367836,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,262,spatial_knn,0.6702297329902649,0.2467703074216842,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,861,train_mean,0.9529969096183776,0.2480980604887008,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,861,coordinate,0.7643836140632629,0.3894833624362945,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,861,image,0.975550889968872,0.1222292333841323,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,861,spatial_knn,0.920573592185974,0.2956282496452331,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
microglial cell.,50,train_mean,0.7965757846832275,0.2589683532714844,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
microglial cell.,50,coordinate,0.7762045860290527,0.1942191570997238,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
microglial cell.,50,image,0.8462793231010437,0.1472630649805069,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
microglial cell.,50,spatial_knn,0.8302711844444275,0.1984043270349502,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,56,train_mean,0.7698115110397339,0.1963695883750915,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,56,coordinate,0.8184220790863037,0.1569733172655105,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,56,image,0.8139793872833252,0.1641403436660766,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,56,spatial_knn,0.8432484865188599,0.1450040340423584,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,367,train_mean,0.655800998210907,0.258579671382904,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,367,coordinate,0.7086472511291504,0.2026225179433822,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,367,image,0.774245023727417,0.1753620654344558,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,367,spatial_knn,0.7773001194000244,0.1977111250162124,FFMB028,conch,0,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,162,train_mean,0.9352312684059144,0.2133459150791168,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,162,coordinate,0.7858141660690308,0.3247947692871094,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,162,image,0.9587841629981996,0.1146689504384994,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,162,spatial_knn,0.8890922665596008,0.2387167513370514,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
astrocyte.,315,train_mean,0.6585106253623962,0.2786745429039001,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
astrocyte.,315,coordinate,0.7292765974998474,0.2086952924728393,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
astrocyte.,315,image,0.8456329107284546,0.1574477255344391,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
astrocyte.,315,spatial_knn,0.6223942637443542,0.2749671041965484,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,30,train_mean,0.621558427810669,0.3203928172588348,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,30,coordinate,0.6332927942276001,0.2561939656734466,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,30,image,0.7752951979637146,0.1699868440628051,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,30,spatial_knn,0.4908289909362793,0.3796685934066772,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,276,train_mean,0.6806848049163818,0.2740797400474548,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,276,coordinate,0.6625573635101318,0.2210478037595749,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,276,image,0.853403627872467,0.1360032856464386,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,276,spatial_knn,0.5926806926727295,0.3081518411636352,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1130,train_mean,0.9062880873680116,0.2414291501045227,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1130,coordinate,0.7818370461463928,0.3436882197856903,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1130,image,0.9702472686767578,0.1180040091276168,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1130,spatial_knn,0.9232790470123292,0.2469638139009475,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
microglial cell.,72,train_mean,0.7894023656845093,0.2477627396583557,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
microglial cell.,72,coordinate,0.7355865836143494,0.1951647996902465,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
microglial cell.,72,image,0.8255214095115662,0.1411255896091461,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
microglial cell.,72,spatial_knn,0.750221848487854,0.2558913826942444,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,train_mean,0.8341314196586609,0.1675499677658081,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,coordinate,0.8057733178138733,0.151732251048088,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,image,0.8422701954841614,0.1684004813432693,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,spatial_knn,0.8056350350379944,0.1671593636274337,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,263,train_mean,0.6364575624465942,0.2635886073112488,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,263,coordinate,0.4904022812843323,0.2514687776565552,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,263,image,0.7914047241210938,0.1499225050210952,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,263,spatial_knn,0.4534573554992676,0.2776368856430053,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
stromal cell.,21,train_mean,0.6129407286643982,0.3461812138557434,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
stromal cell.,21,coordinate,0.5954509377479553,0.3115373253822326,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
stromal cell.,21,image,0.8451359272003174,0.1490007787942886,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
stromal cell.,21,spatial_knn,0.5885328054428101,0.3135116398334503,FFMB028,conch,1,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,190,train_mean,0.9313164353370668,0.2503466010093689,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,190,coordinate,0.8478379249572754,0.2280158102512359,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,190,image,0.9662615656852722,0.1122916266322135,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,190,spatial_knn,0.9148948192596436,0.1810270249843597,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
astrocyte.,297,train_mean,0.6385217308998108,0.2803156077861786,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
astrocyte.,297,coordinate,0.4125111997127533,0.4276383221149444,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
astrocyte.,297,image,0.7587481737136841,0.210979551076889,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
astrocyte.,297,spatial_knn,0.4726320803165436,0.4015843868255615,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,48,train_mean,0.7245903611183167,0.2722720503807068,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,48,coordinate,0.4313511550426483,0.4607371389865875,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,48,image,0.8842247724533081,0.174977570772171,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,48,spatial_knn,0.5825924873352051,0.38795006275177,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,391,train_mean,0.6706006526947021,0.2650715708732605,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,391,coordinate,0.4523268938064575,0.4201829731464386,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,391,image,0.8248682022094727,0.153041124343872,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
endothelial cell.,391,spatial_knn,0.5456171631813049,0.3811149299144745,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
fibroblast.,38,train_mean,0.6590830683708191,0.2388458102941513,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
fibroblast.,38,coordinate,0.3668414652347564,0.4411192834377289,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
fibroblast.,38,image,0.8751893043518066,0.1320155411958694,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
fibroblast.,38,spatial_knn,0.5335353016853333,0.3461176753044128,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1038,train_mean,0.878574788570404,0.3431515693664551,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1038,coordinate,0.9178317189216614,0.2463254630565643,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1038,image,0.9701294898986816,0.1402241885662078,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
glutamatergic neuron.,1038,spatial_knn,0.9414514899253844,0.2241722643375396,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
microglial cell.,85,train_mean,0.7899994254112244,0.2298886924982071,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
microglial cell.,85,coordinate,0.6668638586997986,0.3614450097084045,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
microglial cell.,85,image,0.8170051574707031,0.1595405340194702,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
microglial cell.,85,spatial_knn,0.7483357191085815,0.324637234210968,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,train_mean,0.8099572658538818,0.1673119366168975,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,coordinate,0.6392204761505127,0.3079783618450165,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,image,0.8094959855079651,0.1851060688495636,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte precursor cell.,53,spatial_knn,0.7341779470443726,0.2627978026866913,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,81,train_mean,0.8170011043548584,0.180138811469078,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,81,coordinate,0.6481873393058777,0.302524983882904,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,81,image,0.8004735708236694,0.1796930581331253,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
oligodendrocyte.,81,spatial_knn,0.719879150390625,0.286571741104126,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
stromal cell.,65,train_mean,0.6071159243583679,0.2861722707748413,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
stromal cell.,65,coordinate,0.3036724030971527,0.5185591578483582,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
stromal cell.,65,image,0.8212331533432007,0.1454747766256332,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
stromal cell.,65,spatial_knn,0.4479826688766479,0.393099695444107,FFMB028,conch,2,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,363,train_mean,0.8960866332054138,0.2419564723968505,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,363,coordinate,0.8307163715362549,0.2746300101280212,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,363,image,0.9290314316749572,0.1613470166921615,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
GABAergic neuron.,363,spatial_knn,0.9180646538734436,0.2457961440086364,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,41,train_mean,0.8703508973121643,0.3463828563690185,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,41,coordinate,0.7920899987220764,0.3819001913070678,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,41,image,0.9025611281394958,0.2412094175815582,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
amacrine cell.,41,spatial_knn,0.8920495510101318,0.3805361688137054,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
astrocyte.,354,train_mean,0.5807181000709534,0.300849586725235,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
astrocyte.,354,coordinate,0.5672866106033325,0.3050935864448547,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
astrocyte.,354,image,0.8106745481491089,0.1766688972711563,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
astrocyte.,354,spatial_knn,0.5651916861534119,0.3203465342521667,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,42,train_mean,0.6467674374580383,0.2856096625328064,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
endothelial cell of vascular tree.,42,coordinate,0.6395347714424133,0.2932934463024139,FFMB028,conch,3,1.0,200,mouse,brain,brain hemisphere
